Map ID,MapArea,MapMaker,MapYear,MapHeight,MapWidth,MapTitle,description,MapPrice,MapInfoMemo,Location (Physical),tag
86,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CXl- Suetonis,Roman historian, Pliny,a philosopher, and Plutarch  anno 114 C.E. verso Popes","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",285,translation via Google,500,
111,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,CCXXXl-Carolos glorious emperor,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",135,see Google translation,500,
112,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CClll-Frederick the First.  Damage  verso Physician,astronomical abberations seen","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",95,see Google translation,500,
113,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,CLXXVll- damage,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",75,see Google translation,500,
116,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CXXV- Martyrs verso,recto","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then  apprentice.Lineage of rulers and stories of rulers,martyrs,mira",235,see Google translation,500,
121,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CLXX- yr. 864 C.E.  Large hailstones fell in Gaul, killing many.","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",265,translation via Google,500,
136,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,CCXXXVl-Council grouping perhaps by Durer.  First view of spectacls.,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",165,translation via Google,500,
581,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,CLXXVll-King of Hungary etc.,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",110,"se translation via Google,Nurenberg Chronicals",500,
582,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CLXXVl-Kings and Popes, year 934 C.E.","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",110,"se translation via Google,Nurenberg Chronicals",500,
1263,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"LXXllll-A walled city, verso Diogenes and other personages","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",300,translation via Google,500,
1264,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"LXXX-view of Sienna,verso personages","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",360,translation via Google,500,
4643,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"Xllll-Lineage of Adam,verso lineage figures","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",165,depicting lineage using a vine analogy.,500,
4648,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1492,15,9,"LXV-Destruction of the Babylon depicted, v.Kings of Israel,Temle of Solomon v.","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",185,"translation via Google,some damage",500,
4690,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CLXVlll- A.D.824, Pontifs and kings","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",165,"Translation, see Google",500,
4691,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CLXXlll-Emperors,Popes, Martyrs","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",220,"Translation, see Google",500,
4692,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,CLXVlll-A.D.824- Emperors and Kings,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",110,"Translation, see Google",500,
4693,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CLXV-A.D.764 Kings,Popes","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",165,"Translation, see Google",500,
4694,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CXLVl-A.D.554- Pontiffs,Saints, a storm. See text","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",140,"Translation, see Google",500,
4695,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CXXl-Kings, Popes ,Martyrs  Many woodcuts. Early hand written notations.","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",195,translation via Google,500,
4696,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CXlX-Maximus,Emperor of Alexandria A.D.987,verso list of martyrs. Hand written notations.","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",145,translation via Google,500,
4697,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CXLlll-A.D.518, Justinian, Clovis, King of France. Verso, Council image probably by Durer, personages","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",110,translation via Google,500,
4700,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,CCXLVlll-An eclipse of the sun occurred at six o'clock on the first day of Sept. A.D. 1448(verso),"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",125,translation via Google,500,
4782,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"LXlX-Judith with the head of Holofernes, many other woodcut figures,translated","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",485,translation via Google,500,
4837,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,CCXlll-A comet is pictured,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",145,translation via Google,500,
4956,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CLXXXlll- Dress in Medievil times,kings and court","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",325,see Google translation,500,
5465,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,XVI- Magog and family tree-,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",375,"damage area at tupper l side,yet full text",500,
5532,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,LXXlX-The Macabees depicted abd described. Many woodcut figures.,"INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",365,translation via Google,500,
5535,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"XXXll-Candelebra of the Jews from their Temple, verso another candelebra.","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",485,"translation via Google,mentions the Tetragamatron. Swaen-$900",500,
5560,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CXLl--Zeno etc.,verso Interesting woodcuts,see explanation","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",110,see Google for translation,500,
5562,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"CLXVll-King Caralos etc.,trimmed close","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",40,trimmed close,500,
5690,Nuremberg Chronicles,"Schedel, incunabula,woodcuts.Latin",1493,15,9,"Serta etas Mundi, CX- earliest view of the city of Metz recto-Popes,Saints.","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",110,"translation via Google  Swaen,colored-$600",500,
4608,"Nuremberg Chronicles,","Schedel, incunabula,woodcuts.Latin",1493,14,10,"LXXVlll-Demosthenes and others verso, Kings of Egypt","INCUNABULA,Important early book of the history of the world,from Creation to 1492 C.E. about 6000 yrs.Woodcuts show dress and architecture of the Medievil Period. Some images by Durer then an apprentice.Lineage of rulers and stories of rulers,martyrs,mira",165,,500,
3433,florals,"Curtis, W.",1802*,8,5,Small Curtis Florals,Hand colored engraved floral  @ 3 ea x 34. Each plate has descriptive pg. of text. Front cover loose.,1100,,600,???
3614,Atlas,Butler,1831*,9,6,Dr.Butler's Atlas of Antient Geography,Twenty nicely colored double page maps of ancient times.Covers tight.,275,,700,
3915,book,"Carey,Lea,& Blanchard",1834*,7,4,"The Geographical Annual for 1834, Family Cabinet Atlas, 2nd American Edn","small atlas with75 maps, gold edged, finely engraved and colored. Fine condn.Bright colors. 3 U.S. maps.",950,"1832 edn was $1300 in past with 50 maps ,charts",700,
958,book,Coleman,1860,,,British Butterflies,"London,Routledge.16          Colored and uncol. plates.",225,,700,
3871,atlas,Cram,1911*,7,5,Cram's Junior Atlas of the World 1911-1912,Small Cram atlas with individual US states and rest  of world.Lowe Fla. Is rather empty.This is an atlas of pre-WW1.,95,,700,
5009,atlas,Gordon (Senex maps),1722,7,5,Geography Anatomized or the Geographical Grammar,"9th Edn, with Senex Maps.Insular Calif.,in World map and in America. 17maps fold out Covers detached.English text.",600,"Ownership signature dated 1724, 1886.",700,
3505,atlas,Hammond,1917*,8,6,Hammond's Handy Atlas of the World,World atlas with single state maps. Map of U.S.Canal Zone. Color printed.,55,,700,
3504,atlas,Johnston,1907,7,4,The Multum in Parvo Atlas of the World,World atlas.Territories as of the yr 1907.110 small printed maps,55,,700,
3501,Atlas,Levasseur,1850c,3,4,Atlas Classique Universel,"Disbound, with ~70 maps of French provinces in outline color,ea 15 unmatted, 25 matted to fit 4 x 6 mat.",1050,,700,
3502,misc. small maps,Levasseur,1845c,3.5,4.25,35 small maps from a Levasseur small geog.Paris for Everyman,"~ 35 uncolored small maps of the world, ea. 12.",400,"can be fitted to std 4 x 6 mat, possibly col. Also.",700,
2507,World Atlas,"Lotter, Tobias",1755c,4,5,Atlas Geographicus Portablis,"Twenty-nine engraved maps with contemporary coloring.Has Star map,Hemispheres,Continents, and parts of Europe.Leather cover. Handsome col. Atlas.",3200,"Old World Auct,2004-$1700, estim. 2-2400",700,
4564,book,old bk cover,1830c,8,5.25,"book cover, old",Full leather covers and back.No pages within. End papers intact.,25,,700,
986,Atlas,Thiers ( Maps by Duvotennay),1848,11,8.5,Atlas des Campagnes de la Revolution Francaise,"32 double page, uncolored maps.No text in this volume.",200,,700,
937,book,"trans by K.Fitzgerald. Arden Press,England",1910~,6,4.5,Les Fables de la Fontaine,"Frech text with lovely color plates,one dated 1910. 60 pg.",15,,700,
3500,america,unknown,1835c,4,3.5,small colored maps of U.S. areas,"Southern States, Middle St., Eastern St., also So.Amer., Europe    should be in mats  4 x 6.ea. 20 in mats.,5",100,will be matted,700,
2756,book,unknown,1837,8,6,Rememberance Album,"Four Amer. Views and about 10charming  handwritten rememberances dated 1837-8.Del.Watergap,Catskill Mtn.,Sawkill Falls,Weehawken,Ft.Putnam",85,"Embossed covers,gilt edges.",700,
445,Rhode Island,USCS,1865*,19,16,Port of Providence,Completed chat of the Port.,85,,2035,SELL
1281,,,,8,10,,,,,,
1303,,,,8,5,,,,,,
1306,,,,17,25,,,,,,
1330,,,,8,9.5,,,,,,
1608,,,,,,,,,,,
1636,,,1869,10,14,,,,,,
1639,,,,10,14,,,,,,
1641,,,,10,14,,,,,,
1647,,,,10,14,,,,,,
1649,,,,10,14,,,,,,
1650,,,,,14,,,,,,
1651,,,1869,10,14,,,,,,
1653,,,,10,14,,,,,,
1818,,,1941*,33,41,,,,"clean, bright.",,
1819,,,,,,,,,,,
1821,,,,,,,,,,,
1824,,,,,,,,,,,
1842,,,,8,6,,,,,,
2217,,,,,,,,,,,
2334,,,,,,,,,,,
2335,,,,26,19,,,,,,
2336,,,,7,4,,,165,,,
2337,,,,8,4,,,195,,,
2354,,,,8,10,,Hand colred in outline. Printed map of Venezuela.,45,,,
2355,,,1785,19,14,,,,,,
2356,,,1856,16,14,,Astronomical view of the constellations.A star map.,,,,
2675,,,,13,16,,Fully colored .Steel engraving filled with details.Colton's border engraving adds interest.,,,,
2698,,,1760c,8,11,,,,,,
2800,,,2000c,10,12,On the Art of Fixing a Shadow,"Large book , new in celophane pkg",100,,,
3052,,,,14,19,,,,,,
3235,,,,15,10,,,,,,
3376,,,,8,11,,,,,,
3386,,,1905,6,8,The Cruise of the Eight Hundred to and through Palestine,Copious early illustrations of Palestine,20,,,
3684,,,1880c,,,,,80,,,
3842,,,1870c,8,10,,A fine early photograph of the Arch of Constantine in Rome.Note carriage with two occupants under the arch adds perspective.,175,,,
3846,,,1865c,15,11,,,,,,
3916,,,1880c,,,Outdoors in the Holy Land,Book.,35,,,
3917,,,1890c,,,Roaming Through the West Indies,Pleasant book about the Carib.,65,,,
3918,,,,,,"Santo Domingo, Past and Present",A book about the later history of Santo Domingo.,65,,,
3919,,,,,,American Maps and Their Mapmakers,A fine map book.,100,,,
3927,,,,,,Decorative printed Maps of the 15th to 18th Century,Important map book.,175,,,
3992,,,1802,9,7,,,,,,
3993,,,1802,7,10,,,,,,
4274,,,,6,6,,,,,,
4278,,,1851,14,,,,285,,,
4418,,,1925c,4,3,,.,,,,
4953,,,,,4,,,,,,
5049,,,,14,10,,,,,,
5077,,,,14,10,,,,,,
5085,,,,7,10,,Steel engraving of Orientalism.,,,,
5086,,,,12,10,,Steel engraving.,,,,
5088,,,,12,8,,w.a.f. Dedicated to English nobility in an effort to obtain funds. Fine engraving on both sides.,25,,,
5090,,,1485,,4,,"From the Nurenburg Chronicles, early book.Stylized view of European architecture in the Middle Ages. Woodblock.Incunabula.",35,,,
5096,,,,10,10,,,,,,
5102,,,,5,5,,Calif.is an island.Hand color.,285,,,
5110,,,,14,10,,,,,,
5116,,,,,,,,,,,
5139,,,,,,,,95,,,
5144,,,1858c,8,10,,"from Le Charivari.Archivally matted and framed.""Imagine ,24 horses to turn  chickens !""",245,,,
5149,,,,,,,,,,,
5152,,,,,8,,Dutch explorers encounter the natives who try to take over the ship as they offer to trade..From Grand and Petits Voyages republished by Hoffman in 1617.,95,,,
5153,,,,6,8,In West Indien,Dutch explorers land and capture the King of the natives and kill him. They then prepare to leave after a battle..From Grand and Petits Voyages  republished by Hoffman in 1617.,95,,,
5154,,,1822c,5,4,,J.Boyd was an engraver for the Cary & Lea American Atlas.,20,,,
5159,,,,,,,,95,,,
5160,,,,,,,,95,,,
5163,,,,,,,,,,,
5164,,,,,,,"English attack Spanish fort..From Grand and Petit Voyages,republished by Hoffman in 1617.",,,,
5175,,,,,,,,,,,
5190,,,1857,10,8,,Dretailed chart.City of Apalachicola seen.,85,,,
5196,,,,,,,,65,,,
5209,,,,,,,,,,,
5219,,,,,,,,125,,,
5228,,,1793,8,5,,,95,,,
5229,,,,8,5,,,,,,
5232,,,,8,5,,,,,,
5233,,,,,,,,5,,,
5234,,,,8,5,,,,,,
5238,,,,,,,"new,boxed",150,,,
5240,,,,,,,,35,,,
5258,,,,10,14,,"Wionter scene, wood engraving.",65,,,
5266,,,,,,,Engraving of survey instruments used for the U.S.Coastal Survey.,14,,,
5267,,,,,,,"Old cigar box labels, many from Cuban cigars. Each $20 to $35",200,,,
5269,,,,14,10,,,,,,
5309,,,,,,,,65,,,
5358,,,,,,,,95,,,
5371,,,,,,,,45,,,
5373,,,,,,,,,,,
5375,,,,12,16,,Handsome hand colored map of Cuba.Early border pattern of his maps.,285,,,
5410,,,,,,,,,,,
5423,,,,,,,Color printed map of Panama with section view of the isthmus.,20,,,
5429,,,1828,10,11,,Outline colored map of,,,,
5438,,,1782c,12,16,,Repaired tear.Uncolored.,75,,,
5459,,,,,10,,Mialhe lithograph of a scene in Havana,,,,
5460,,,1801,10,14,,"Map of the Island of Allestone, an imaginary place. Many interesting place names. Folds.",,,,
5463,,,,,,,,,,,
5464,,,,,,,,,,,
5466,,,1631,14,20,,,,,,
5472,,,,17,20,aly,,125,,,
5474,,,1493,14,10,,,,,,
5480,,,,,,,,,,,
5508,,,,,,,,265,,,
5510,,,,,13,,"Decorated with Tallis vignettes.Russian America seen,Steam Route to the Colonies shown.",325,,,
5527,,,,6,36,,,,,,
5548,,,,,,,,95,,,
5604,,,,,,,,95,,,
5607,,,,,,,,125,,,
5624,,,1861,10,14,,"Harpers,Jan 5,1861.Pleasant scene, probably by Winslow Homer",85,,,
5632,,,1890c,,,,"Ads, matted.some color.",20,,,
5659,,,1800,9,6,,Simple map.,,,,
5722,,,,,,,,20,,,
5725,,,,12,18,,,65,,,
5726,,,,22,26,,,,,,
5730,,,,14,10,,,,,,
5145,alb. Prints of Milan,,,,,,,,,,
5481,Asia,,1820,17,20,,,,,,
4502,Astronomy,,1574,4,4,(Astronomer),Hand colored early engraving.,85,,,
3928,atlas,,,,,The New Encyclopedic Atlas,,45,,,
2522,Austria,,,4,4,Scene along the Danube,Scene along the Danube.Engraving.,20,,,
4144,Belgium,,1870c,7,10,"Albumen print.Chambre des Representants,Brussels",Nicely toned albumen print.,25,,,SELL
3926,book,,,,,South American Scenery,color printed scenes.,75,,,
3949,book,,,,,Historical Geography of the New Testament.4 Vol.,Many maps and scenes. Leather bound.,200,,,
1201,Brazil,,1795c,5,6,Rio Janeiro,Engraved view.,,,,
4686,California,,1922c,8,10,Pasadena-Pomona Stage Line,Brochure of bus routes Passedena to Pomona,15,,,
5428,Carving,,,6,15,nordic looking face,Wood carving apparently from a chairback.,25,,,
4259,Cigar Labels,,,,,DonManuel,"Antique cigar label, handsomely framed.",145,,,
4920,Civil War,,,,,"Robert E. Lee, Jefferson Davis",two engravings,35,,,
2817,cuba,,1874,7,10,The Cuban Revolution,,10,,,
4391,Design Chromol,,1868,12,8,Egyptian,Fine early chromolithograpy of designs.,85,,,
4392,Design Chromol,,1868,12,8,Greek,Fine early chromolithograpy of designs.,85,,,
4393,Design Chromol,,1868,12,8,Pompeian,Fine early chromolithograpy of designs.,85,,,
4996,"Engineering,woodcuts",,1870,,,Engineering,collection of woodcuts of various machines and engineering details.,500,,,
3887,Fencing,,1850c,11,16,Brevet de Pointe,Dramatic color litho Fencing Certificate..,65,,,
3244,Fish,,,,,"Fish, Hand Colored Engraving. 18th Cent.",,95,,,
4187,florida,,1896,12,9,Cram,Color printed map of Fla..Miami is surrounded by a sea of grass.Dade is huge. R.R has only reached down to Canaveral.,45,,,SELL
4508,Greece,,1714c,6,7,"Carte de La Grece, Anciene et Moderne",Hand colored  miniature map.,135,,,
1234,Holland,,,9,12,"Delphium,urbs Hollandiae custissima ab eiusaem nominis soba vulgo Delft appellata",Early map of Delft with foreground figures,,,,
818,Holy Land,,1750,18,20,,,,,,
4961,Israel,,1704c,11,7,Jonah Sittting Under the Gourd,Finely engraved biblical scene.,110,,,
4962,Israel,,1704c,11,7,Moses,"Finely engraved biblical scene.Notice the rays emanating from Moses. Others misread the translations and placed horn like images there instead, viz.Michaelangelo.",95,,,
4957,Italy,,19--,,,Map of Venice,folding Tourist Map of Venice,20,,,
3068,Japan,,1870c,15,20,(Japanese Bridal Agreement,"Japanese bridal agreement purchased in Kyoto antique store, 1960. ""bridal agreement"" faintly written lower back.",175,,,
5372,Japan,,1860c,6,9,"(view of the Inland Sea, Japan)","Woodblock view of the Inland Sea,Japan.",75,,,
4098,Japanese,,,7,10,bird print,"Signed Matsumoto ,numbered ,prints of birds in trees.Two, ea. $25. Found in Tokyo antique street, 1962",50,,,sell
4119,litho,,1885,13,8,Chromolith of Tapestry,Fine color chromolithography,85,,,
3914,Mass.,,1890c,,,Street Maps of Boston,"A large atlas of the streets of Boston,from the 18th Century. At back, a copy of a large important map of the city.",,,,
4346,Mass.,,1870c,4,6,"Central Part of Concord,Mass.",Handcolored wood engraving.,45,,,
4347,Mass.,,1870c,4,6,"East View of Lowell, Mass.",Handcolored wood engraving.,45,,,
3955,New England,,,,,Harpers scenes etc,"4 engraving, A group of Harpers scenes in New England, about 10",200,,,
5259,New York,,1880c,13,10,Plattsburgh,Advts of Plattsburgh businesses. From a N.Y. atlas likely.,35,,,
4113,Panama,,1913,7,16,Birdseye View of the Panama Canal,Color printed view of the entire canal area.,45,,,
4959,paper money,,1923,3,5,Zehn Millionen Mark,Engraved paper money from Inflation in Germany.,25,,,
4121,Photo,,1870c,10,8,"Amsterdam,Albumen print","Albumen print of Nieuwe Kerk, Amsterdam.",75,,,
5495,photo,,,,,,,,,,
4507,Poland,,1714c,6,7,La Pologne,Hand colored  miniature map.,135,,,
4047,print,,1890,7,6,The Battle of Gettysburg,"Framed color printed view of the famous battle. from a book re Civil War, pub.1890.",35,,,
5158,prints,,,,,British Butterflies,Color printed. Ea. Sold matted @ $20,20,,,
4195,Rail Roads,,,,,"Miles of Railroads in the United States, 1830 to 1907",,,,,
4861,"reproduction, map",,,,,Admiral's Map of the New World,,35,,,
4333,Shells,,1848,10,7,A Collection of Shells,Hand color added lithographs of shells.,85,,,
4335,Shells,,1848,10,7,A Collection of Shells,Hand color added lithographs of shells.,85,,,
4336,Shells,,1848,10,7,A Collection of Shells,Hand color added lithographs of shells.,85,,,
3560,South America,,,,,A New Map of South America,,,,,
5660,South America,,1780c,7,8,South America,Finely engraved.,95,,,
5600,"Tenn., v. Ky.",,1885,5,7,Tennessee  v. Kentucky,Color printed state map.,35,,,
1017,Turkey,,1906,4,7,Conatantinople,"Color printed view, before any bridges.",,,,
2294,world,,1785c,10,14,Mappe Monde sur le Plan de L'Equateur Hemisphere Septentrional et Meridional,TWO maps of the hemispheres,,,,
2646,World,,1842,30,42,Map of the World on Mercator's Projection?,2184,,,,
3506,Atlas,?Seutter,1770c,8,9,untitled historical atlas,"Handsome early color with medalic cartouches,25 maps in leather bound atlas.",1200,,,
5311,Russia,(Italian),1789*,9,12,La Wolhyniaa E La Podolia13,Russian provinces in the south.,85,,,
1841,,0,1800c,,,,,110,,,
3476,AFRICA,0,1845c,4,4,Map Of Africa,Hand colored small map of Africa.Early place names.,25,,,
2184,Albumen print,0,1870c,8,10,"Pesto,Tempio di Nettuno e Basilica",Excellent toned albumen print of this ancient temple.A man is seen standing to help in size comparison.,95,,,
3837,Albumen print,0,19thC,,,"Views Of Arequippo, Cusco, Etc. In Peru. 12 Cards, 25 Views.",,400,,,
2590,Canada,0,,14,9,Carte du Golphe de St. Lawrence,,,,,
2185,CArib,0,1782,11,14,An Accurate Map of the Island of St. Christophers from an Actual Survey Showing the P,The island of St.Kitts here called St.Christophers. An English bastion in the Carib.The French had occupied it for a few years but it again became English by mid cent.Interesting details abound.Strongly engraved.,475,,,
2793,Carib,0,,,,La Martinique,Finely engraved map of the island.Inset of Fort Royal.,,,,
2919,Central Americ,0,1898,8,10,Central America,Printed color map of the area.,35,,,
3412,Chile,0,,5,4,Chili,Miniature map of Chile.,125,,,
3508,CIGAR ADVT,0,1920c,18,10,"Exclusive With Us-Havana-American, Matinees Perfection In The Havanas",Printed cigar ad.,85,,,
2348,Coral Fishing,0,1760c,6,8,Coral Fishing,Natives are seen collecting coral using fishing methods.Colored,35,,,
2377,Cuba,0,1873,14,9,The City of Santiago de Cuba-Arrival of the Spanish Steamer 'Tornado' with the Captur,Wood engraved view of the city.,95,,,
3834,DECORATIVE OBJ,0,,,,"Carved Wooden Head, Portugal.",150,,,,
3835,DECORATIVE OBJ,0,,,,Chinese Antique Tile In Frame And Stand,NFS,300,,,
3836,DECORATIVE OBJ,0,,,,Seth Thomas Clock,NFS,350,,,
2947,Fencing Print,0,1805,6,4,Principios Universales,Hand colored prints about fencing.Fifteen prints showing two fencers squaring off.$45 each.,45,,,
3242,Fish,0,,,,"Fish, Hand Colored Engraving. 18th Cent.",,95,,,
3329,Fruits,0,1904c,10,8,Fruits of New York State,Early color photolithography.About 50 at least. $35 ea.,500,,,
3026,Hawaii,0,1784,8,12,"A New Chart Of The Sandwich Islands Including Owhyhee, Where Capt. Cook Was Killed...",Early map of the islands.Charts the course of Capt.Cook's ship.Folds as issued.,285,,,
